,BTC/USDT,ETH/USDT,XRP/USDT,LTC/USDT,LINK/USDT,DOGE/USDT,TRX/USDT,BCH/USDT,XMR/USDT,EOS/USDT
466,"(0, 1, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
467,"(0, 1, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(0, 1, 0)"
468,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
469,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
470,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
471,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
472,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
473,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
474,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
475,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 3)","(0, 1, 0)","(1, 0, 0)"
476,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
477,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
478,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
479,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
480,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
481,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
482,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
483,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
484,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
485,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
486,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
487,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
488,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
489,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
490,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
491,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
492,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
493,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
494,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
495,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
496,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
497,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
498,"(0, 1, 0)","(3, 2, 1)","(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
499,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
500,"(0, 1, 0)","(2, 2, 1)","(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
501,"(0, 1, 0)","(4, 2, 3)","(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
502,"(0, 1, 0)","(4, 2, 3)","(0, 1, 0)","(2, 2, 1)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
503,"(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(2, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(1, 0, 0)","(0, 1, 0)"
504,"(0, 1, 0)","(3, 2, 1)","(0, 1, 0)","(3, 2, 1)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(1, 0, 0)","(0, 1, 0)"
505,"(0, 1, 0)","(3, 2, 1)","(0, 1, 0)","(4, 2, 1)","(4, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
506,"(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(4, 2, 1)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
507,"(0, 1, 0)","(3, 2, 1)","(0, 1, 0)","(4, 2, 1)","(3, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
508,"(0, 1, 0)","(3, 2, 1)","(0, 1, 0)","(3, 2, 1)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
509,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(4, 2, 1)","(4, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
510,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 2, 1)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
511,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 2, 1)","(4, 2, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
512,"(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(4, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
513,"(0, 1, 0)","(2, 2, 1)","(0, 1, 0)","(2, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
514,"(0, 1, 0)","(0, 1, 0)","(3, 1, 3)","(0, 1, 0)","(0, 1, 0)","(1, 1, 1)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
515,"(0, 1, 0)","(0, 1, 0)","(2, 1, 3)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
516,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 1)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
517,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 1)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
518,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
519,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
520,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
521,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
522,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
523,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
524,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
525,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
526,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
527,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
528,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
529,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
530,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)"
531,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
532,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
533,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
534,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
535,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
536,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
537,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
538,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(3, 0, 2)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
539,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
540,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
541,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
542,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
543,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
544,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
545,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
546,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
547,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
548,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
549,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
550,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
551,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
552,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
553,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
554,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
555,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
556,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
557,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
558,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(2, 1, 2)"
559,"(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(2, 1, 2)"
560,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
561,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(0, 1, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)"
562,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
563,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(4, 2, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
564,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
565,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
566,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(4, 2, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
567,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
568,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
569,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
570,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
571,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
572,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
573,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
574,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
575,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
576,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
577,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
578,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
579,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
580,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
581,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
582,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
583,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
584,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(3, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
585,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
586,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(3, 1, 2)"
587,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(3, 1, 2)"
588,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
589,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
590,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)"
591,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
592,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
593,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
594,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
595,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
596,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
597,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
598,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)"
