timestamp,BTC/USDT_open,BTC/USDT_high,BTC/USDT_low,BTC/USDT_close,BTC/USDT_volume,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,XRP/USDT_open,XRP/USDT_high,XRP/USDT_low,XRP/USDT_close,XRP/USDT_volume,LTC/USDT_open,LTC/USDT_high,LTC/USDT_low,LTC/USDT_close,LTC/USDT_volume,LINK/USDT_open,LINK/USDT_high,LINK/USDT_low,LINK/USDT_close,LINK/USDT_volume,ADA/USDT_open,ADA/USDT_high,ADA/USDT_low,ADA/USDT_close,ADA/USDT_volume,DOGE/USDT_open,DOGE/USDT_high,DOGE/USDT_low,DOGE/USDT_close,DOGE/USDT_volume,TRX/USDT_open,TRX/USDT_high,TRX/USDT_low,TRX/USDT_close,TRX/USDT_volume,BCH/USDT_open,BCH/USDT_high,BCH/USDT_low,BCH/USDT_close,BCH/USDT_volume,XMR/USDT_open,XMR/USDT_high,XMR/USDT_low,XMR/USDT_close,XMR/USDT_volume,EOS/USDT_open,EOS/USDT_high,EOS/USDT_low,EOS/USDT_close,EOS/USDT_volume,XLM/USDT_open,XLM/USDT_high,XLM/USDT_low,XLM/USDT_close,XLM/USDT_volume
2018-04-08 00:00:00+00:00,6875.0,7157.15625,6870.0,7033.05406138,299.78812477,384.59,402.99001478,383.74,399.25,11604.37686406,0.4852,0.5,0.48206139,0.498,536716.78748835,115.62,120.0,115.47,117.98000351,2773.49101902,0.3103,0.3425,0.3101,0.3154,14696.16673228,0.1561,0.1636,0.1561,0.1609,1714106.12712514,0.002762,0.002845,0.00240192,0.002842,92928943.12926504,0.03671,0.03878,0.03641,0.0375,17547175.43976244,638.0,666.13180944,634.9,649.71,121.78368481,168.83999995,171.48000149,164.75,169.23000028,1043.60395697,5.883,6.04615385,5.8437,5.9701,364678.16737939,0.2,0.2075,0.1987,0.2053,168456.07433615
2018-04-09 00:00:00+00:00,7033.05240533,10000.0,6639.629997,6773.8,476.48509373,400.31001249,430.00000336,388.85,398.69999991,19851.43634395,0.496,0.5101,0.4768,0.4859,1215069.65355674,118.18002157,122.4300003,113.05,114.61999994,5886.07588615,0.3195,0.34540077,0.3,0.3057,13033.61477514,0.161,0.1715,0.1552,0.1598,3807536.22116846,0.002845,0.002889,0.00268624,0.002736,118214936.21490179,0.03719,0.03804,0.03423,0.03587,22543964.50119055,651.37,678.98,628.0,635.99,135.31280291,170.99001071,175.90008901,161.1,164.5,593.70405481,5.9701,6.094,5.8,5.8591,560148.16200679,0.2061,0.2135,0.19,0.195,411908.62836747
2018-04-10 00:00:00+00:00,6779.99101127,6947.0952381,6677.06,6849.91021478,476.21798218,398.77,416.91000001,392.15,413.08999994,11081.63606371,0.4849,0.4927,0.48,0.4922,460190.91357065,114.99,115.26,112.0,113.9,4526.56832456,0.3224,0.3584,0.3024,0.3584,18964.07409017,0.1619,0.167,0.15116279,0.1631,1996360.4125612,0.002736,0.003075,0.00262763,0.00306,386258968.054206,0.03583,0.03721,0.03473,0.0367,16225082.00064988,636.31,655.82,628.0,649.38000006,72.08885719,165.2,166.63,161.58,161.81,266.43166097,5.8658,6.08,5.7905,5.9671,484018.14707996,0.197,0.201,0.1927,0.1972,94922.9024351
2018-04-11 00:00:00+00:00,6833.2,7110.0,6801.47,6962.65000011,500.83035998,413.4,436.41176471,410.01,430.90000074,12522.64938348,0.4922,0.5608,0.4852,0.5422,1469847.2762032,113.9,119.31000002,112.32,117.63,5730.7757657,0.358,0.38,0.3459,0.3617,25139.65331756,0.1628,0.1816,0.14285714,0.1786,5630709.33813375,0.003059,0.003563,0.003,0.003381,622218377.5422572,0.0366,0.03757,0.03603,0.03649,19279864.19335116,650.0,671.88001098,641.02999999,667.72,128.61020625,163.0,166.99000127,161.67,166.99000127,390.63053805,5.9671,8.8671,5.967,8.518,2746009.59234755,0.1983,0.2155,0.195,0.2126,259298.76773914
2018-04-12 00:00:00+00:00,6955.47,10000.0,6753.00999985,7938.99,1664.38646778,430.77,499.58000181,415.0,496.97,32890.17633666,0.5422,0.6678,0.5011,0.643,4064042.58094568,117.63,130.5,113.17,130.0,14062.83962935,0.3508,0.4068,0.3169,0.4046,33971.50443858,0.1786,0.2348,0.1719,0.234,16008094.26337155,0.003381,0.003913,0.00307102,0.003913,609950227.4668746,0.03638,0.04094,0.0347,0.04059026,69684713.28348999,671.87999997,742.33,656.25,730.78,526.83497803,166.98,189.0,163.79999996,189.0,1028.9959978,8.52,9.2433,7.72,8.869,3120830.70880332,0.214,0.25,0.2004,0.2465,568579.2968715
2018-04-13 00:00:00+00:00,7940.76172695,8894.0,7740.0,7861.11056667,1046.98602714,496.4,529.50000721,481.06999999,492.690001,32477.62345416,0.6419,1.0,0.6132,0.6375,3947458.4749987,130.0,134.39393939,123.17999998,125.27,13402.55851549,0.4046,0.4242,0.3647,0.3834,35523.36625354,0.234,0.2429,0.1963,0.215,16165720.18576598,0.003901,0.004364,0.00364078,0.00392,489197852.7141553,0.04037,0.04348,0.03811,0.03852,101421561.76294608,739.3900126,788.0,721.37,738.02999976,545.58273722,189.0,197.97,167.0,183.43,1930.78369533,8.869,9.44000002,8.6,8.80040001,1637324.88574733,0.2438,0.2698,0.2347,0.2462,515238.31053669
2018-04-14 00:00:00+00:00,7855.22,10000.0,7791.5999991,8000.0,692.69620919,492.0,514.25000308,483.0,501.81,18501.94521446,0.6375,1.0,0.6138,0.6369,2143169.2746646,125.06,130.33333333,123.0,126.06673171,5423.26085533,0.3668,0.4188,0.3668,0.4005,10344.51915424,0.2151,0.2266,0.1971,0.22,9294966.97520942,0.003917,0.004218,0.003781,0.00415,389884195.207591,0.03851,0.04166,0.03779,0.04078,43020422.41229037,737.92,765.27000598,708.97999996,741.55000657,259.16314006,187.59,193.3,180.13,188.81,1048.6706956,8.80000001,9.07994313,8.05,8.7798,1823448.91866791,0.2462,0.2615,0.2,0.2531,363345.68782114
2018-04-15 00:00:00+00:00,8009.24479777,8401.15909091,8000.0,8336.38,530.15468406,503.0,533.29,501.83,532.91,14843.82227052,0.6421,0.6952,0.6421,0.6927,1366826.75052262,126.05,132.8100022,125.79999999,131.71,4385.84676098,0.4055,0.4202,0.3847,0.4202,16428.97893687,0.22,0.2378,0.2169,0.2316,6569359.48832458,0.004153,0.004656,0.00395833,0.004583,349284955.14929837,0.04062,0.0438,0.03370787,0.04321,49507254.77742898,735.29,789.83003497,735.27999999,780.84,224.64769063,189.1,202.85000007,184.18999998,193.97,635.5619111,8.7794,8.83,8.0,8.5207,1505647.90497816,0.2531,0.301,0.2531,0.2933,458716.89416304
2018-04-16 00:00:00+00:00,8336.38168191,8500.0,7889.0,8075.29800527,595.63632747,533.0,537.25000197,497.61,512.04,16325.75650666,0.6927,0.6988,0.6339,0.6647019,1450184.39717448,132.5,133.59,124.6,128.35,3973.55549573,0.4154,0.4155,0.3967,0.3971,10859.23315599,0.2318,0.2851,0.2147,0.2798,23102559.60872227,0.004626,0.0051,0.004273,0.00452489,673092051.6703088,0.0432,0.0445,0.03995,0.0413,42558495.83601396,780.82999999,798.6800165,738.02999994,770.05,222.30786477,194.18,199.46000008,185.85,187.57,491.88246355,8.521,8.53,7.8075,8.101,1010195.96968344,0.2933,0.305,0.2703,0.284,394424.05422708
2018-04-17 00:00:00+00:00,8070.0,8168.31683168,7866.66,7933.8,471.93144531,513.42,521.00000123,502.35999926,504.80001457,11066.9965353,0.6647,0.68,0.651,0.6531,969263.10888142,128.62,141.0,128.62,132.8,11396.18225892,0.3965,0.4382,0.3965,0.41990002,25600.99389856,0.2789,0.2825,0.25,0.253,17779517.56656616,0.00454,0.004959,0.00373599,0.004673,294244219.8939224,0.04149,0.0438,0.04069,0.0418,41778090.92596589,766.07,787.41000624,754.20999998,757.7,158.11789037,188.81,199.00000033,185.0,191.79999991,290.8514861,8.101,9.06,8.0,8.5303,1418459.35552534,0.284,0.32110002,0.277,0.299,458084.35194102
2018-04-18 00:00:00+00:00,7901.21,8219.11764706,7890.49,8158.26,528.85940566,504.2,526.82000575,503.16,525.87000033,11858.80395927,0.6595,0.73,0.65219999,0.711,1342838.73711553,132.64,141.24000021,132.12,139.77,8423.11992742,0.4204,0.4429,0.4204,0.4421,13544.82811094,0.2529,0.265,0.2523,0.2635,5990588.99127289,0.004666,0.005512,0.00395257,0.005403,363622376.4191802,0.0418,0.04724,0.04153,0.04723,68561033.55823368,767.96,901.0,762.18,888.47,468.73009838,191.8,227.87000012,190.0,224.99,1136.19706636,8.5303,9.192,8.4984,9.0401,848791.13640091,0.3023,0.36,0.3022,0.3589,636954.39757399
2018-04-19 00:00:00+00:00,8158.26082754,8333.33333333,8111.99,8298.68538254,599.08153691,525.71,573.90013374,522.31,569.96,19649.62783392,0.7069,0.7886,0.7069,0.7847,1602257.85386059,139.90998265,149.13043478,138.59,146.44000079,8191.34403402,0.45,0.5,0.4378,0.5,17089.43776423,0.2636,0.2835,0.2635,0.278,8633891.82996952,0.005404,0.005989,0.00504032,0.005912,487034750.63154507,0.04722495,0.05149,0.04675,0.04942,69544221.00830726,901.0,988.0003865,878.18,967.7,553.15262193,223.67,235.85001602,221.0,231.19999986,582.35784912,9.0425,9.43400006,8.95,9.434,781166.95565003,0.359,0.3879,0.34869986,0.3652,1068132.85023129
2018-04-20 00:00:00+00:00,8298.68062744,8897.2870496,8200.0,8880.0,965.83912754,569.61,730.0,556.44999999,618.50007633,26568.05876329,0.7847,1.0,0.78,0.9234,3315232.63107462,146.45999991,156.50000028,143.0,155.53,10283.74650609,0.4992,0.5221,0.4405,0.49,43991.08279073,0.2781,0.3223,0.27,0.3159,11479031.9127043,0.00593,0.00609756,0.00564516,0.005873,533860330.6839061,0.04935,0.05403,0.048,0.05403,130163469.57351497,970.0,1145.91000035,945.0,1117.40999979,919.2855651,235.63000112,269.89,235.62999992,267.79,1052.07302919,9.434,11.64,9.434,11.4789,2022539.29747626,0.3635,0.398,0.3504,0.3973,879941.20191118
2018-04-21 00:00:00+00:00,8880.0,8999.01812193,8577.0,8920.32,1186.4581493,619.01011499,848.0,572.30999999,605.65999997,30227.22377053,0.9234,0.9251,0.8012,0.8646,3020663.33898158,155.84001018,156.67001803,140.07,148.5,7498.94838186,0.4813,0.4993,0.4404,0.4873,31633.22896128,0.3159,0.3199,0.25,0.28939341,10101781.78661966,0.005878,0.005898,0.00486381,0.005311,681890106.9327891,0.05406,0.05701,0.04836,0.05339,123422250.0078619,1125.63,1186.0,1005.01000142,1152.4200001,991.74666312,267.97,270.09001235,227.61,252.15999995,483.06691683,11.4775,11.6445,10.0,11.0688,1818494.3004689,0.3973,0.4054,0.3459,0.3677,698659.51789041
2018-04-22 00:00:00+00:00,8905.58,8998.02637547,8750.86,8794.0,1035.58136558,605.50999996,653.00000001,594.67,619.87,33866.90223047,0.8646,0.916,0.8308,0.8625,2058173.80621666,148.5,152.59000031,144.07,146.5,6593.74335478,0.4586,0.5165,0.4562,0.4945,23378.93355203,0.2894,0.31410101,0.2802,0.2951,7269050.82247788,0.005311,0.005966,0.005219,0.005497,509475913.15713626,0.05274,0.05606,0.05088,0.05218,100048932.75514168,1152.99,1242.03000315,1109.37,1185.54,879.53142859,249.0,280.0000003,244.74,266.05,1079.76676815,11.07,11.84000003,10.752,11.326,1128291.0744983,0.3675,0.3852,0.3585,0.3651,371037.08396295
2018-04-23 00:00:00+00:00,8808.99,8962.0,8750.86,8926.0,790.54213476,619.16,648.36,616.95,645.9,21104.0329975,0.8625,0.8815,0.85,0.8744,1504621.51049014,147.0,153.33,146.19,152.36,5114.58789299,0.4945,0.5077,0.4821,0.4867,20018.59893925,0.2953,0.3074,0.292,0.3012,5517076.52575883,0.005497,0.005652,0.005336,0.005553,227309392.52479324,0.05219,0.06799,0.0519,0.05862,129554009.66197187,1193.75,1460.0,1193.75,1438.0,1200.0817171,266.67,281.69,266.67,278.73,478.77778056,11.33,11.8012,11.23,11.5796,668084.89533187,0.366,0.375,0.361,0.3701,403183.77143645
2018-04-24 00:00:00+00:00,8926.0,9795.0,8899.01,9681.0,1262.4126009,645.95,766.82,643.52,705.05,29716.97272476,0.8757,0.9673,0.8697,0.9258,2952330.16348015,152.2,166.0,151.3,165.0,7384.86720683,0.4866,0.5436,0.4862,0.5436,30183.44791919,0.301,0.3442,0.3,0.3281,12011061.47788429,0.005547,0.005875,0.005523,0.005724,358108751.03114855,0.05876,0.07745,0.0567,0.0729,211952659.3590652,1435.12,1574.5,1397.52,1406.0,1252.44032639,279.01,295.96,275.8,290.59,786.14256545,11.5796,15.9625,11.5728,15.1277,2279629.41034427,0.3701,0.4057,0.3598,0.3987,583132.26448624
2018-04-25 00:00:00+00:00,9681.0,9799.0,8800.17,8870.0,1755.39488201,705.05,706.7,597.37,616.98,51052.59901181,0.9279,0.931,0.767,0.7882,4325476.76139902,163.58,165.0,142.08,143.48,9094.92328042,0.5327,0.5327,0.43,0.4589,35505.89339146,0.3281,0.33,0.2683,0.2784,11964927.39001947,0.005732,0.005741,0.00492,0.005048,447492842.5087061,0.07287,0.0813,0.06269,0.06989,322366699.1446302,1418.02,1448.83,1229.11,1283.48,1980.908955,290.59,290.59,244.0,254.82,847.73150934,15.129,15.4467,13.354,14.3302,3305456.76958441,0.397,0.4003,0.3224,0.3281,446926.80635013
2018-04-26 00:00:00+00:00,8870.0,9283.0,8676.01,9282.0,1221.96343041,616.98,665.12,601.6,663.21,26138.68442703,0.7927,0.8526,0.765,0.8491,3507938.94386755,144.92,154.67,141.62,153.8,5598.51878436,0.4346,0.52,0.4121,0.4715,108730.99104549,0.2797,0.3136,0.272,0.3136,9411286.53160932,0.005046,0.005554,0.004958,0.005511,371989218.41507924,0.06976,0.0737,0.06558,0.07355,122755549.25822663,1282.84,1418.43,1246.9,1418.42,789.18981104,252.78,272.63,246.01,265.23,544.60847609,14.3302,15.4286,13.8,15.425,1384213.7687325,0.3401,0.3869,0.3312,0.385,415111.81561216
2018-04-27 00:00:00+00:00,9275.98,9389.68,8914.91,8922.04,922.90953925,663.22,686.27,642.79,644.99,21708.53980482,0.85,0.86,0.8011,0.8016,2649631.68046577,154.0,154.0,145.01,145.31,5484.57342204,0.4715,0.4885,0.4467,0.4833,22199.72501351,0.3139,0.3246,0.2981,0.3007,8347728.95014262,0.005514,0.005823,0.00532,0.005335,312332979.0886444,0.0736,0.08068,0.07104,0.07304,117298948.89535102,1417.07,1421.99,1322.38,1327.5,833.95421644,265.23,268.36,250.16,250.16,510.45401555,15.4201,17.8725,14.8902,16.56,1929034.48657155,0.3863,0.4279,0.3807,0.39,503132.59877223
2018-04-28 00:00:00+00:00,8922.05,9467.17,8900.0,9362.31,1205.0908994,644.99,694.87,642.0,684.62,21960.77529078,0.8021,0.902,0.7956,0.8627,3955944.8750985,145.02,154.49,145.02,152.76,5006.48656225,0.4793,0.4948,0.4452,0.4822,41255.02690331,0.3004,0.4069,0.2965,0.379,31802510.6203028,0.005329,0.00561,0.00532,0.005513,271064432.85981,0.073,0.0852,0.07268,0.08185,101739782.43520235,1326.78,1418.0,1325.46,1391.6,505.18398288,250.31,264.81,250.02,260.02,606.84603431,16.5625,19.5313,16.46,18.8093,2057662.79642956,0.39,0.44,0.3895,0.4285,438510.41046173
2018-04-29 00:00:00+00:00,9362.31,9594.39,9132.76,9400.0,1378.29093301,686.38,701.0,664.0,689.94,29608.52191096,0.8626,0.9126,0.8233,0.8668,3889470.31243607,152.21,156.82,147.21,153.56,6069.21287832,0.4908,0.532,0.4701,0.5276,69522.89352068,0.379,0.4354,0.35,0.3887,42474435.45721478,0.005513,0.00561,0.005181,0.005448,380241854.68184644,0.08186,0.09118,0.07968,0.08898,121666325.31032576,1384.7,1482.22,1366.45,1441.72,776.90107689,263.0,263.58,241.36,254.63,655.97118734,18.85,23.077,18.75,21.43,3025197.88573244,0.4285,0.474,0.41,0.4493,1062722.36006651
2018-04-30 00:00:00+00:00,9400.0,9478.92,9160.0,9240.0,1312.61492289,689.94,695.52,665.62,670.91,26549.36098251,0.8668,0.8786,0.8154,0.831,2596075.04566431,153.24,154.25,147.2,148.2,4108.83797302,0.5245,0.6022,0.4905,0.53,81509.29083436,0.3888,0.3888,0.35,0.3592,22521736.27867357,0.005448,0.005495,0.005159,0.00521,223183524.51927415,0.0887,0.10183,0.08382,0.09357,144057485.07330543,1435.94,1443.52,1336.59,1345.92,579.19711607,253.64,257.0,237.38,240.02,635.43979364,21.429,21.5839,16.51,17.4899,2899068.14141368,0.4609,0.4614,0.4115,0.4132,370244.30315802
2018-05-01 00:00:00+00:00,9240.0,9240.0,8873.45,9099.98,1339.02830068,670.91,674.2,630.06,673.32,21943.52013628,0.8308,0.8387,0.7781,0.8366,1637854.58630775,147.83,148.4,142.65,148.14,3528.58249722,0.5365,0.5713,0.494,0.5607,47933.88978052,0.3594,0.3805,0.3305,0.3804,16376064.39746951,0.00521,0.005242,0.004949,0.005121,184942919.37450796,0.09327,0.09441,0.083,0.09293,93077058.2737819,1345.93,1354.99,1250.24,1353.37,404.73168993,241.78,242.71,226.1,241.07,701.5069614,17.4899,19.1,15.9783,18.7746,2259005.94304757,0.4212,0.4618,0.3881,0.43,804030.34099449
2018-05-02 00:00:00+00:00,9099.99,9277.78,8981.39,9244.99,647.73352697,673.32,691.0,664.61,687.03,28083.17906827,0.8366,0.8658,0.8233,0.8572,2177604.93626885,148.3,153.48,146.0,151.88,4577.90703778,0.5506,0.5832,0.5424,0.5701,89938.93113767,0.378,0.408,0.3652,0.3905,24133818.30853757,0.005149,0.00535,0.005093,0.005322,224564927.68201905,0.09293,0.09293,0.0891,0.09193,42518751.3115317,1353.37,1500.0,1329.61,1456.0,652.51665098,239.01,250.91,238.03,247.84,716.80437808,18.7746,19.4291,18.21,19.16,1175495.4364218,0.4348,0.4473,0.4238,0.438,432856.72268362
2018-05-03 00:00:00+00:00,9230.57,9840.68,9165.09,9776.0,1081.55656812,689.07,793.16,685.8,782.95,38614.43606486,0.8572,0.8963,0.8409,0.886,2617488.02261257,152.17,165.0,149.77,162.0,10451.56645579,0.5651,0.5815,0.538,0.5635,76053.05410082,0.3905,0.4137,0.3869,0.3896,18362229.08665978,0.005281,0.00553,0.005245,0.005463,242315739.14010316,0.09196,0.09211,0.08461,0.08663,79657248.92155308,1467.97,1538.46,1449.61,1527.6,557.00165196,247.7,259.0,240.01,246.13,787.26795983,19.1803,19.26,17.0542,17.7286,1417304.46670223,0.4411,0.4452,0.4281,0.4339,442298.2883327
2018-05-04 00:00:00+00:00,9774.04,9825.84,9550.01,9715.0,941.87903223,782.35,812.01,760.5,785.71,33148.96868193,0.8855,0.9379,0.854,0.893,4081523.46239295,162.0,171.81,156.65,168.98,10691.6107361,0.5605,0.5871,0.5419,0.5729,52756.54143659,0.3896,0.3936,0.3627,0.3805,13293064.39764626,0.005462,0.005462,0.00519,0.005237,162596793.30978078,0.08663,0.0888,0.08002,0.086,73100480.03241947,1513.77,1538.28,1460.13,1510.45,454.5206993,246.12,249.99,238.47,243.65,271.05730783,17.7013,18.04,16.2052,17.06,1144089.6933675,0.434,0.4412,0.4243,0.4328,248165.66436888
2018-05-05 00:00:00+00:00,9715.0,10015.99,9664.37,9867.65,792.00776591,785.99,835.0,784.16,822.96,29863.38825056,0.8895,0.939,0.8895,0.9059,3041071.29470657,168.97,184.87,167.4,179.69,11301.74758121,0.5692,0.6153,0.5589,0.5631,24345.4762233,0.3805,0.405,0.3779,0.386,13945042.28078884,0.005237,0.005354,0.00515,0.005235,169076684.1057795,0.086,0.09151,0.0851,0.08639,46450200.52255961,1510.34,1765.0,1503.31,1765.0,1019.40156978,243.54,247.92,240.53,245.02,608.54812433,17.055,18.6,17.0125,17.72,1065181.58043036,0.4328,0.44,0.4265,0.4266,417071.88449419
