,BTC/USDT,ETH/USDT,XRP/USDT,LTC/USDT,LINK/USDT,DOGE/USDT,TRX/USDT,BCH/USDT,XMR/USDT,EOS/USDT
0,"(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
1,"(1, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
2,"(1, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)"
3,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
4,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)"
5,"(0, 1, 0)","(2, 0, 0)","(2, 0, 0)","(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
6,"(0, 1, 0)","(2, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 0, 2)","(1, 0, 0)","(0, 0, 2)","(4, 1, 0)","(1, 1, 1)","(1, 0, 0)"
7,"(2, 0, 0)","(1, 0, 1)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(0, 1, 1)","(1, 1, 1)","(1, 0, 0)","(0, 1, 3)","(1, 0, 0)"
8,"(2, 0, 0)","(1, 0, 1)","(2, 0, 0)","(0, 1, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
9,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(0, 1, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)"
10,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(3, 0, 1)","(0, 1, 1)","(2, 0, 1)","(1, 0, 0)","(1, 1, 0)"
11,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(3, 0, 1)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 1, 0)"
12,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(0, 1, 0)","(2, 0, 0)"
13,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(2, 0, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(0, 1, 3)","(1, 0, 0)","(1, 1, 1)"
14,"(2, 0, 0)","(2, 0, 0)","(3, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(2, 0, 2)","(0, 1, 0)","(1, 0, 0)"
15,"(1, 1, 0)","(0, 1, 0)","(2, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 1)"
16,"(2, 1, 2)","(2, 0, 0)","(2, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
17,"(1, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
18,"(2, 0, 0)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)"
19,"(2, 0, 0)","(1, 1, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
20,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 1, 1)","(2, 0, 0)","(3, 0, 1)"
21,"(0, 1, 0)","(2, 0, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
22,"(0, 1, 0)","(2, 0, 0)","(2, 0, 1)","(1, 1, 1)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(0, 1, 0)"
23,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)"
24,"(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)"
25,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
26,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)"
27,"(0, 1, 0)","(2, 0, 1)","(1, 1, 0)","(5, 0, 1)","(1, 1, 3)","(1, 0, 1)","(1, 1, 1)","(0, 1, 0)","(2, 0, 2)","(1, 0, 0)"
28,"(0, 1, 0)","(1, 0, 3)","(2, 0, 0)","(0, 1, 1)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 1, 1)","(2, 0, 1)"
29,"(0, 1, 0)","(1, 0, 1)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(2, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)"
30,"(0, 1, 0)","(2, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 1)","(1, 0, 0)","(1, 1, 1)","(1, 0, 1)"
31,"(0, 1, 0)","(1, 0, 1)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(0, 1, 2)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)"
32,"(0, 1, 0)","(1, 0, 3)","(0, 1, 1)","(3, 0, 0)","(1, 0, 0)","(3, 0, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)"
33,"(0, 1, 0)","(2, 0, 4)","(0, 1, 1)","(3, 0, 0)","(3, 0, 1)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
34,"(1, 0, 2)","(2, 0, 0)","(0, 2, 2)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 1, 1)"
35,"(2, 0, 0)","(1, 0, 2)","(1, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 1)","(2, 0, 0)","(4, 1, 2)","(1, 0, 0)"
36,"(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 2, 2)","(1, 0, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)"
37,"(2, 0, 0)","(1, 1, 0)","(1, 0, 1)","(0, 1, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)"
38,"(1, 1, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)"
39,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
40,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)"
41,"(1, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 2)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
42,"(1, 1, 0)","(1, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)"
43,"(1, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
44,"(1, 1, 0)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)","(2, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)"
45,"(3, 0, 0)","(1, 1, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 1)","(2, 0, 0)","(2, 1, 3)"
46,"(1, 0, 1)","(1, 0, 1)","(2, 0, 0)","(1, 0, 1)","(0, 1, 1)","(2, 0, 0)","(1, 1, 1)","(1, 1, 1)","(1, 1, 1)","(0, 1, 0)"
47,"(1, 0, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 1)","(1, 1, 1)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(0, 1, 0)"
48,"(1, 0, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)"
49,"(1, 0, 0)","(0, 1, 1)","(2, 0, 0)","(1, 0, 1)","(1, 1, 1)","(0, 1, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)"
50,"(2, 0, 0)","(1, 0, 1)","(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 3)","(1, 0, 0)","(1, 0, 1)","(2, 0, 0)"
51,"(1, 1, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)","(0, 1, 3)","(0, 1, 0)","(3, 0, 1)","(0, 1, 0)","(1, 1, 1)","(3, 1, 4)"
52,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(2, 0, 0)","(1, 1, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
53,"(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(2, 0, 0)","(1, 1, 1)"
54,"(0, 1, 0)","(2, 0, 0)","(3, 0, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)"
55,"(0, 1, 0)","(2, 0, 0)","(1, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 1, 2)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)"
56,"(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
57,"(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)","(2, 0, 0)","(1, 0, 1)","(1, 1, 1)","(2, 0, 0)"
58,"(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(0, 1, 0)"
59,"(0, 1, 0)","(2, 0, 0)","(2, 0, 0)","(2, 1, 2)","(1, 0, 1)","(1, 0, 0)","(1, 1, 0)","(1, 0, 0)","(3, 0, 3)","(1, 0, 0)"
60,"(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)","(0, 1, 3)","(1, 0, 0)","(1, 0, 0)"
61,"(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(0, 1, 3)","(1, 0, 0)","(1, 0, 0)"
62,"(1, 1, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(0, 1, 3)","(1, 0, 0)"
63,"(1, 1, 0)","(2, 0, 1)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 3)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)"
64,"(1, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(2, 1, 2)","(1, 0, 2)","(2, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 1, 1)"
65,"(1, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 2)","(0, 0, 2)","(0, 1, 2)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)"
66,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(0, 0, 3)","(1, 0, 2)","(1, 1, 1)","(2, 0, 0)","(1, 0, 0)"
67,"(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 1, 2)","(0, 1, 0)","(0, 0, 2)","(6, 0, 3)","(0, 1, 0)","(1, 0, 1)","(2, 0, 0)"
68,"(2, 0, 0)","(0, 1, 3)","(1, 0, 1)","(0, 1, 0)","(2, 1, 2)","(1, 0, 2)","(0, 1, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 1)"
69,"(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 1)"
70,"(2, 0, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 1)"
71,"(0, 1, 0)","(0, 0, 2)","(1, 1, 0)","(2, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 2)","(1, 0, 2)","(0, 1, 0)"
72,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(0, 0, 2)","(1, 0, 0)","(1, 0, 0)","(4, 1, 1)","(1, 0, 2)","(1, 1, 1)"
73,"(2, 1, 2)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
74,"(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 0, 3)","(1, 0, 2)","(1, 0, 0)","(2, 1, 2)"
75,"(0, 1, 0)","(0, 1, 0)","(0, 1, 1)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(2, 0, 2)","(1, 0, 1)","(2, 0, 2)"
76,"(3, 1, 3)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
77,"(0, 1, 0)","(0, 1, 0)","(1, 1, 0)","(3, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)"
78,"(2, 2, 4)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
79,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(0, 0, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
80,"(0, 1, 2)","(3, 0, 2)","(0, 1, 0)","(1, 0, 0)","(0, 0, 2)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)"
81,"(0, 1, 0)","(4, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(4, 0, 3)"
82,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 3)"
83,"(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 0)"
84,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)"
85,"(0, 1, 1)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
86,"(0, 1, 1)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
87,"(0, 1, 0)","(3, 0, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(0, 0, 2)","(1, 0, 0)","(0, 1, 0)"
88,"(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
89,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 1, 3)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 2)"
90,"(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(1, 0, 1)","(0, 1, 1)","(1, 0, 0)","(0, 0, 2)"
91,"(1, 1, 1)","(1, 0, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 2)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)","(0, 0, 2)"
92,"(1, 1, 1)","(0, 1, 0)","(2, 0, 2)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(1, 0, 2)"
93,"(1, 1, 0)","(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 0, 2)"
94,"(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)"
95,"(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)"
96,"(0, 1, 0)","(2, 0, 4)","(2, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(3, 0, 0)","(2, 0, 0)","(1, 0, 0)"
97,"(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)"
98,"(0, 1, 1)","(3, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 0, 3)"
99,"(0, 1, 0)","(1, 1, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 0)"
100,"(0, 1, 2)","(1, 1, 3)","(2, 0, 1)","(0, 2, 2)","(0, 1, 2)","(1, 0, 2)","(1, 0, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)"
101,"(0, 1, 0)","(1, 0, 2)","(3, 0, 3)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(0, 1, 0)"
102,"(1, 1, 1)","(1, 1, 0)","(0, 1, 1)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 0)","(1, 0, 0)","(0, 1, 1)"
103,"(2, 0, 0)","(2, 0, 1)","(2, 1, 2)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)","(1, 0, 0)"
104,"(2, 0, 0)","(3, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(2, 0, 0)","(1, 0, 0)"
105,"(0, 1, 0)","(1, 0, 2)","(0, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)"
106,"(2, 1, 3)","(0, 1, 0)","(1, 0, 2)","(2, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
107,"(4, 0, 0)","(1, 0, 2)","(3, 1, 1)","(0, 1, 0)","(2, 0, 2)","(2, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)"
108,"(4, 0, 0)","(2, 0, 0)","(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
109,"(0, 1, 0)","(3, 1, 0)","(0, 1, 0)","(3, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
110,"(0, 1, 0)","(0, 1, 2)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
111,"(0, 1, 0)","(1, 0, 0)","(0, 0, 4)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)"
112,"(0, 1, 0)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
113,"(0, 1, 0)","(2, 0, 2)","(4, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)"
114,"(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
115,"(2, 1, 1)","(0, 1, 0)","(1, 0, 0)","(4, 1, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
116,"(0, 1, 0)","(0, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
117,"(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 3)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)"
118,"(0, 1, 0)","(0, 1, 0)","(0, 0, 4)","(3, 1, 2)","(1, 0, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
119,"(0, 1, 0)","(2, 1, 2)","(3, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)"
120,"(0, 1, 2)","(4, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
121,"(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
122,"(0, 1, 0)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
123,"(0, 1, 0)","(0, 1, 0)","(2, 0, 3)","(2, 1, 0)","(1, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 1, 1)","(2, 0, 2)","(1, 0, 2)"
124,"(0, 1, 0)","(2, 0, 3)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 0)","(1, 0, 0)"
125,"(2, 1, 2)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)","(1, 0, 2)","(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)"
126,"(0, 1, 0)","(2, 0, 3)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 3)","(0, 0, 2)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)"
127,"(0, 1, 0)","(0, 1, 0)","(2, 0, 3)","(2, 0, 2)","(1, 1, 3)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 2)","(1, 0, 1)"
128,"(0, 0, 4)","(0, 1, 0)","(1, 0, 0)","(2, 0, 3)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)"
129,"(0, 0, 4)","(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 2)","(3, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
130,"(2, 1, 2)","(0, 1, 0)","(2, 0, 4)","(0, 1, 0)","(1, 0, 0)","(2, 0, 2)","(0, 1, 1)","(2, 0, 1)","(1, 0, 1)","(1, 0, 0)"
131,"(0, 1, 2)","(2, 0, 0)","(0, 1, 0)","(0, 2, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)"
132,"(2, 1, 3)","(2, 0, 0)","(0, 1, 0)","(1, 1, 0)","(4, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)"
