,BTC/USDT,ETH/USDT,XRP/USDT,LTC/USDT,LINK/USDT,DOGE/USDT,TRX/USDT,BCH/USDT,XMR/USDT,EOS/USDT
266,"(0, 0, 1)","(2, 1, 1)","(1, 0, 3)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)"
267,"(0, 0, 1)","(0, 1, 1)","(3, 0, 3)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(2, 1, 1)","(1, 0, 0)"
268,"(0, 0, 1)","(2, 1, 1)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
269,"(0, 0, 1)","(0, 1, 1)","(2, 0, 4)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)"
270,"(1, 0, 0)","(0, 0, 1)","(0, 1, 1)","(2, 0, 3)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
271,"(2, 1, 2)","(2, 0, 1)","(4, 0, 3)","(1, 0, 0)","(0, 1, 2)","(0, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 2)"
272,"(0, 1, 0)","(4, 0, 1)","(0, 0, 1)","(2, 1, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)"
273,"(1, 1, 1)","(2, 0, 1)","(4, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)"
274,"(2, 0, 1)","(0, 0, 1)","(2, 0, 1)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)"
275,"(0, 1, 0)","(1, 0, 3)","(0, 1, 0)","(0, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(2, 0, 1)"
276,"(2, 2, 1)","(2, 0, 0)","(2, 0, 5)","(0, 1, 2)","(0, 1, 1)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
277,"(2, 2, 1)","(2, 0, 0)","(0, 0, 1)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)","(0, 1, 0)","(1, 0, 2)","(0, 1, 1)","(0, 1, 2)"
278,"(2, 2, 1)","(0, 0, 1)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)","(0, 1, 2)","(1, 0, 2)","(0, 1, 2)","(1, 0, 2)"
279,"(2, 2, 1)","(0, 0, 1)","(6, 0, 1)","(1, 0, 0)","(2, 0, 1)","(0, 1, 2)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(0, 1, 2)"
280,"(2, 2, 1)","(1, 0, 1)","(0, 1, 0)","(3, 0, 0)","(2, 0, 3)","(1, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
281,"(2, 2, 1)","(0, 0, 1)","(2, 1, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 0, 0)"
282,"(0, 2, 1)","(0, 0, 1)","(1, 1, 4)","(2, 0, 1)","(0, 0, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 1, 2)","(2, 0, 0)"
283,"(1, 1, 0)","(0, 1, 0)","(2, 1, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)","(0, 0, 3)","(1, 0, 0)","(0, 1, 0)"
284,"(1, 1, 0)","(2, 0, 2)","(0, 1, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 2)","(1, 0, 0)"
285,"(1, 0, 1)","(2, 1, 2)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 2)"
286,"(2, 1, 2)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
287,"(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 0, 1)","(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(0, 1, 2)"
288,"(2, 0, 2)","(0, 1, 0)","(0, 1, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 1, 0)","(2, 1, 4)","(1, 0, 1)"
289,"(2, 0, 2)","(0, 1, 0)","(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(0, 1, 0)"
290,"(2, 0, 1)","(2, 0, 0)","(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 1)","(2, 0, 0)","(0, 1, 1)","(2, 0, 1)","(2, 1, 2)"
291,"(2, 0, 2)","(2, 1, 2)","(0, 1, 0)","(1, 1, 2)","(2, 0, 3)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(0, 1, 0)"
292,"(2, 0, 1)","(0, 1, 1)","(1, 1, 1)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(0, 1, 0)","(2, 0, 1)"
293,"(0, 2, 2)","(2, 0, 1)","(0, 1, 0)","(2, 0, 1)","(2, 0, 3)","(0, 1, 2)","(1, 0, 1)","(1, 1, 3)","(2, 0, 0)","(1, 0, 0)"
294,"(2, 0, 1)","(2, 0, 1)","(0, 1, 0)","(4, 1, 4)","(0, 0, 3)","(0, 0, 1)","(3, 0, 2)","(1, 0, 2)","(1, 0, 0)","(0, 1, 2)"
295,"(2, 0, 1)","(0, 1, 1)","(0, 1, 0)","(2, 0, 1)","(1, 1, 1)","(2, 0, 2)","(1, 0, 0)","(0, 1, 1)","(0, 1, 2)","(2, 0, 1)"
296,"(2, 0, 1)","(1, 0, 1)","(2, 1, 2)","(2, 1, 1)","(3, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(2, 0, 4)","(2, 0, 1)"
297,"(5, 1, 0)","(2, 0, 1)","(0, 1, 0)","(4, 0, 2)","(1, 0, 0)","(0, 1, 1)","(3, 0, 3)","(1, 0, 2)","(2, 0, 3)","(2, 0, 0)"
298,"(5, 1, 0)","(2, 0, 1)","(1, 0, 1)","(4, 0, 2)","(0, 1, 0)","(2, 1, 3)","(1, 0, 0)","(2, 0, 3)","(1, 0, 1)","(2, 0, 2)"
299,"(4, 1, 1)","(2, 0, 2)","(1, 0, 0)","(0, 1, 0)","(0, 0, 2)","(2, 1, 1)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)"
300,"(0, 1, 0)","(0, 1, 0)","(2, 0, 2)","(2, 0, 1)","(1, 0, 0)","(2, 1, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
301,"(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(0, 0, 2)","(2, 1, 2)","(1, 0, 1)","(0, 1, 2)","(1, 0, 0)","(1, 0, 2)"
302,"(0, 1, 0)","(0, 1, 0)","(2, 0, 3)","(2, 1, 3)","(0, 1, 3)","(2, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 2)","(2, 0, 0)"
303,"(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(0, 1, 0)","(0, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(2, 0, 1)"
304,"(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 1, 2)","(1, 0, 0)"
305,"(1, 0, 0)","(0, 1, 0)","(4, 0, 2)","(3, 1, 3)","(3, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 3)"
306,"(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(2, 1, 2)","(3, 1, 1)","(2, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(2, 0, 0)"
307,"(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 1)","(0, 1, 2)","(1, 0, 0)","(1, 0, 1)","(0, 0, 1)"
308,"(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(0, 1, 2)","(2, 0, 0)","(0, 0, 1)","(2, 0, 0)"
309,"(2, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 1, 4)","(1, 1, 1)","(3, 0, 0)","(2, 0, 0)"
310,"(2, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(1, 0, 1)","(2, 1, 2)","(1, 0, 0)","(1, 0, 1)"
311,"(0, 0, 0)","(1, 0, 0)","(3, 1, 2)","(1, 0, 0)","(0, 1, 0)","(0, 1, 2)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
312,"(0, 0, 3)","(1, 1, 3)","(1, 1, 1)","(3, 1, 3)","(3, 0, 3)","(2, 1, 2)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
313,"(0, 1, 2)","(0, 1, 0)","(0, 0, 3)","(1, 0, 0)","(5, 0, 0)","(1, 0, 0)","(1, 1, 3)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)"
314,"(1, 0, 0)","(0, 1, 3)","(0, 1, 0)","(1, 0, 0)","(5, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 0)","(3, 0, 3)"
315,"(1, 0, 0)","(1, 0, 0)","(2, 1, 1)","(2, 0, 1)","(1, 1, 3)","(2, 0, 3)","(3, 0, 1)","(3, 0, 1)","(1, 0, 0)","(1, 0, 0)"
316,"(1, 0, 0)","(2, 1, 1)","(1, 0, 0)","(0, 1, 2)","(0, 1, 2)","(1, 0, 1)","(0, 0, 4)","(3, 1, 1)","(0, 0, 3)","(1, 1, 1)"
317,"(1, 0, 0)","(2, 1, 1)","(1, 0, 0)","(0, 1, 2)","(0, 1, 2)","(1, 0, 4)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 0, 1)"
318,"(1, 0, 0)","(1, 0, 0)","(2, 1, 5)","(1, 1, 3)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(2, 0, 2)","(0, 1, 2)","(1, 1, 1)"
319,"(1, 0, 0)","(1, 0, 0)","(2, 1, 2)","(0, 1, 2)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(3, 0, 2)","(1, 1, 1)","(2, 0, 2)"
320,"(1, 0, 0)","(2, 0, 1)","(2, 2, 1)","(1, 1, 3)","(1, 0, 0)","(1, 0, 0)","(1, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
321,"(6, 2, 4)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(0, 1, 3)","(1, 0, 0)","(1, 1, 1)","(3, 0, 4)"
322,"(3, 1, 2)","(1, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 1)","(0, 0, 1)","(6, 0, 2)","(2, 1, 1)","(1, 0, 0)","(1, 0, 0)"
323,"(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(0, 0, 4)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 2)","(1, 1, 1)"
324,"(1, 0, 0)","(1, 0, 0)","(4, 1, 5)","(1, 1, 1)","(1, 1, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
325,"(2, 1, 2)","(1, 0, 0)","(6, 1, 2)","(1, 0, 0)","(1, 0, 3)","(0, 1, 0)","(1, 1, 1)","(2, 0, 3)","(1, 1, 1)","(1, 0, 0)"
326,"(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 1, 1)","(0, 1, 2)","(2, 0, 0)","(0, 1, 0)","(2, 1, 1)"
327,"(2, 1, 2)","(0, 0, 1)","(1, 1, 0)","(5, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 3)"
328,"(2, 1, 2)","(1, 1, 1)","(0, 1, 2)","(0, 0, 1)","(1, 0, 0)","(1, 1, 1)","(2, 0, 0)","(0, 0, 4)","(2, 1, 2)","(1, 0, 0)"
329,"(2, 1, 3)","(0, 0, 1)","(1, 1, 0)","(2, 1, 2)","(1, 0, 0)","(3, 0, 3)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(3, 1, 3)"
330,"(2, 1, 2)","(2, 0, 4)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 1, 3)"
331,"(2, 1, 2)","(1, 0, 2)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 1, 3)","(1, 0, 0)","(1, 0, 0)","(3, 1, 3)"
332,"(2, 1, 2)","(1, 0, 0)","(2, 1, 2)","(3, 1, 2)","(1, 0, 0)","(0, 0, 4)","(0, 1, 5)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)"
333,"(4, 1, 3)","(1, 0, 0)","(2, 1, 2)","(0, 1, 2)","(2, 1, 2)","(1, 0, 0)","(0, 1, 0)","(2, 0, 3)","(2, 0, 2)","(1, 0, 0)"
334,"(1, 0, 0)","(1, 0, 0)","(5, 0, 3)","(1, 1, 1)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(2, 0, 2)","(1, 0, 0)"
335,"(1, 0, 0)","(2, 0, 1)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 3)","(1, 0, 0)"
336,"(3, 0, 2)","(1, 0, 0)","(3, 1, 3)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)"
337,"(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(4, 0, 4)","(1, 0, 0)","(1, 0, 1)"
338,"(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(4, 0, 1)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 1, 1)","(1, 1, 1)"
339,"(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)","(2, 1, 2)","(1, 1, 1)","(1, 0, 0)"
340,"(2, 0, 1)","(1, 0, 0)","(1, 0, 4)","(1, 1, 3)","(2, 0, 1)","(2, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)"
341,"(2, 0, 1)","(2, 0, 1)","(6, 0, 3)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 1, 1)"
342,"(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)","(1, 1, 1)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)"
343,"(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)"
344,"(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 1)","(2, 0, 1)"
345,"(0, 1, 1)","(2, 0, 1)","(4, 0, 2)","(1, 0, 0)","(3, 0, 1)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
346,"(0, 1, 1)","(2, 0, 1)","(1, 0, 4)","(1, 0, 0)","(2, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)"
347,"(0, 1, 1)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 4)","(1, 0, 0)","(1, 0, 0)","(3, 0, 1)"
348,"(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(2, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 4)","(1, 0, 0)","(1, 0, 0)"
349,"(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(4, 0, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 2)","(0, 0, 4)","(1, 0, 0)"
350,"(0, 1, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)"
351,"(0, 1, 0)","(1, 0, 0)","(3, 0, 2)","(1, 0, 0)","(0, 1, 1)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)"
352,"(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(4, 0, 4)","(3, 0, 2)","(0, 1, 0)","(1, 1, 1)","(1, 1, 5)"
353,"(2, 1, 2)","(1, 0, 0)","(2, 0, 4)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(3, 0, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
354,"(0, 1, 0)","(1, 0, 0)","(5, 0, 4)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)"
355,"(0, 1, 0)","(1, 0, 0)","(4, 0, 4)","(1, 0, 1)","(2, 1, 3)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(2, 0, 1)","(2, 0, 1)"
356,"(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)"
357,"(1, 0, 3)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 3)","(2, 0, 1)","(1, 0, 0)"
358,"(0, 1, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
359,"(0, 1, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 2)","(2, 1, 3)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)"
360,"(1, 1, 0)","(1, 0, 0)","(0, 0, 4)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 1)","(0, 1, 0)"
361,"(1, 1, 0)","(0, 1, 0)","(0, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)"
362,"(1, 1, 0)","(2, 0, 5)","(0, 1, 0)","(2, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 1)"
363,"(1, 1, 0)","(1, 0, 0)","(1, 0, 0)","(5, 0, 1)","(1, 0, 0)","(1, 1, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
364,"(2, 1, 2)","(0, 1, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)"
365,"(0, 1, 0)","(0, 1, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 0)","(2, 1, 2)"
366,"(0, 1, 0)","(2, 1, 2)","(2, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
367,"(0, 1, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(0, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(5, 1, 3)","(1, 0, 0)"
368,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(3, 0, 2)","(3, 0, 2)"
369,"(0, 1, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 0, 3)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
370,"(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(2, 0, 2)","(2, 0, 0)","(1, 0, 0)"
371,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
372,"(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)"
373,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)"
374,"(0, 1, 0)","(1, 0, 1)","(3, 1, 3)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)","(1, 0, 0)"
375,"(0, 1, 0)","(1, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)"
376,"(0, 1, 0)","(1, 2, 1)","(1, 1, 1)","(1, 0, 0)","(1, 1, 1)","(2, 0, 0)","(2, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)"
377,"(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 2, 2)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)"
378,"(0, 1, 0)","(2, 2, 2)","(3, 1, 3)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
379,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(5, 1, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 3)"
380,"(0, 1, 0)","(0, 1, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 5)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
381,"(0, 1, 1)","(1, 0, 0)","(0, 1, 0)","(2, 0, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)"
382,"(0, 1, 1)","(1, 0, 0)","(0, 1, 0)","(0, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
383,"(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
384,"(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(3, 0, 0)"
385,"(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
386,"(0, 1, 1)","(3, 0, 1)","(2, 0, 2)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
387,"(5, 1, 2)","(1, 0, 0)","(2, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)"
388,"(0, 1, 0)","(1, 0, 2)","(2, 0, 2)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
389,"(2, 0, 1)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(2, 1, 5)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)"
390,"(1, 1, 0)","(0, 0, 2)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)"
391,"(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)"
392,"(1, 0, 3)","(1, 0, 0)","(1, 0, 1)","(2, 1, 2)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 2)"
393,"(2, 0, 0)","(2, 1, 3)","(1, 0, 1)","(0, 1, 4)","(0, 1, 1)","(0, 1, 1)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 1, 2)"
394,"(1, 1, 0)","(4, 1, 1)","(3, 0, 2)","(1, 0, 0)","(1, 1, 0)","(1, 0, 0)","(0, 1, 1)","(2, 0, 2)","(2, 0, 0)","(1, 0, 0)"
395,"(1, 1, 1)","(4, 1, 1)","(1, 0, 1)","(0, 1, 1)","(2, 0, 2)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 1)"
396,"(1, 1, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 1)","(2, 0, 2)","(1, 1, 0)","(1, 0, 1)","(1, 0, 0)","(3, 0, 1)","(2, 0, 0)"
397,"(3, 1, 3)","(4, 0, 0)","(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(2, 1, 0)","(1, 0, 1)","(3, 0, 0)","(1, 0, 1)","(1, 0, 0)"
398,"(2, 1, 2)","(1, 0, 3)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(2, 1, 0)","(1, 0, 1)","(1, 0, 0)","(3, 0, 0)","(2, 0, 2)"
